Text,Sentiment,Positive
Mas moras,positivo,1
"El numero 910249045 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Me pueden explicar de q mes tengo esa cuota vencida excepto de este mes q voy a pagar mañana   y porque es mi ultimo dia de pago ,positivo,1
hace 23 dias solicite reprogramar mi deudas estoy esperando repuesta. Atte Ricardo Navarro,positivo,1
Ola kien eres,positivo,1
Si digame ,positivo,1
Quen.es.nomero.este.por.no.contesta,positivo,1
Deja dormir,positivo,1
N puedo salir,positivo,1
Disculpe k agecia manda este mensaje,positivo,1
No me gusta  que me en viyen  mensajes   es mi obligatrio  de pagar  ,positivo,1
No boy a pagar de una laptop malogrado si puedo pagar de la cocina,positivo,1
No Jordán mierdas.no les debo,positivo,1
Porque ai estoy al dia con mis pagos,positivo,1
que me corresponde,positivo,1
Que chucha quién ptm de que debo me podrian explicar,positivo,1
Si ya se mi cronograma ,positivo,1
Necesito comunicarme con ustedes,positivo,1
cual tu cuota  hoy mismo te boy a publicar por el radio ratero,positivo,1
"Yo no debo nada y si debo k me denuncien, hdp",positivo,1
 Ok gracias ,positivo,1
Ya se pagó el día de ayer,positivo,1
Ya me tienes won con estos mensajes espero tu notificacion de embrago para enviarte a la mierda rctm,positivo,1
Mucho interés mas del cincuenta x ciento aprovechadores son voy aver para cancelar todo el 10,positivo,1
Disculpen yo soy Rosario espinoza ortega. Mi padre es Rosario espinoza vega que fallecio hace 3 meses.,positivo,1
Q pago me habla ,positivo,1
Hoy se pago revisar ,positivo,1
Si jefa lo llamo estoy en chequeo medico,positivo,1
Ayer los llame y no contestan se ban ala mierda,positivo,1
Por que me sigue llegando mensaje ya cancele todo,positivo,1
Nl%20tengo%20yo%20ningun%20equipo%20de%20clsro.,positivo,1
el.cel.es ostigar soy yo la q deven de llamar solo mandan mensaje yo he llamado pero nadie atiende .pagare esta maldita deuda q me tiene estrezada pero n,positivo,1
Deuda a nombré de Quién??? Yo soy Javier Vergara Altez. A qué deuda se refiere???,positivo,1
Yo no debo nada x q yo pge de q campaña debo,positivo,1
"El numero 943036376 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Correcto en la banca por internet no sale inversiones de la cruz en el bcp,positivo,1
Cuanto seria,positivo,1
Ok. Gracias ,positivo,1
Ya paguerrrrr,positivo,1
Lunes l6,positivo,1
El 30 me pagan ese dia ir a pagar !,positivo,1
No me vuelvan a escribir carajo.,positivo,1
"El numero 955864971 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Señorita muy buenadas dias estoy queriendo comunicarme pero nadie me contesta que es lo quetengo queaser por que yo estoy preucupada porque fui al banco,positivo,1
Buenas tardes sres. Caja sullana. Sres. Yo tengo la voluntad de pagar mi préstamo pero  Mi situacion economica esta mal no tengo trabajo no tengo contrat,positivo,1
Ya pague septiembre y octubre,positivo,1
Si quieres mas cobrale a la unu tienes combenio yo trabaje 18 años me cerrarron y no joder,positivo,1
De que es carajo ?,positivo,1
No molesté q no debo,positivo,1
Que deuda ,positivo,1
Dejen de enviar mensajes a este número por dios.,positivo,1
"El numero 956906314 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No cancelaré nada. No hay plata ,positivo,1
Que equipos detallar por favor,positivo,1
Buenos dias.ya esta pagado,positivo,1
No entiendo porque tanto molesta acaso no estan realizando el cobro mensual desde el mes de julio si no pagara nada ahi si moleste ademas cobran mas el i,positivo,1
"El numero 979503210 realizo una llamada, busca comunicarse contigo.",positivo,1
No entienden usted no me molesten q voy a proceder de otra manera,positivo,1
"El numero 920200117 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No buelvas ha joderme ke deuda tengo mafioso estafador ladron,positivo,1
De que equipos me están hablando?,positivo,1
Lo pague por mi aplicativo interbank el 22 de septiembre,positivo,1
Buenas tardes xfa me puede llamar,positivo,1
De que operador,positivo,1
me.estan hostigando,positivo,1
o cancelado  comuníquese con el señor  Miguel Reynoso TFC,positivo,1
Me gustaria cancelar pero no cuento con dinero solo estoy buscando para la comida del dia y sino tengo no como por no puedo salir me dio Covid ya m recup,positivo,1
E reprogramado,positivo,1
"Sra. Scotiabank, no tengo q acogerme a ningún beneficio actual, sol",positivo,1
Lo cancelé desde el sabado.,positivo,1
Demandalo si no te quiere pagar,positivo,1
Ya cancele ya,positivo,1
Gracias por lo de INOCENTE! ??,positivo,1
Yo no tengo ninguna deuda abstenerse en molestar,positivo,1
Yo ya términe de cancelar hace tiempo,positivo,1
Buenos dias nesicito toda la cuenta para cancelar todo,positivo,1
Hola buenos dias ayer fui a pagar del mes..,positivo,1
"Oferton. Solo por hoy, le ofrezco pagar 2000 soles, contactese conmigo, solo hoy",positivo,1
Yo no pedi reprogramacion . Me falta solo una cuota.,positivo,1
910929875,positivo,1
De que equipos,positivo,1
Buenos dias aun nos mantenemos sin trabajo pronto retornare y me pondre al dia,positivo,1
Porque ni le envian el mensaje al titular de la deuda,positivo,1
No se que puedo hacer,positivo,1
Cuantas cuotas me faltan,positivo,1
Ya hice el pago,positivo,1
Me pueden esperar 20 dias,positivo,1
Disculpe quién es?,positivo,1
Cuanto seria el total que tengo que pagar,positivo,1
Disculpe%20yo%20no%20doy%20ella%20ya%20x%20favor%20,positivo,1
Cunto es ni deuda,positivo,1
Acepto y pago a fin de mes,positivo,1
No debo cagadas,positivo,1
Si el jueves lo canselare por qué aqui donde estoy no ay agente pero él jueves,positivo,1
Hla ya Page la cuota ,positivo,1
Me pueden explicar q proceso judicial tengo con ustedes si fueran tan amables,positivo,1
"El numero 982473695 realizo una llamada, busca comunicarse contigo.",positivo,1
Te vas al carajo de que te debo dime imbecil,positivo,1
Yo no debo al banco interbank,positivo,1
Sres no es su fono sra Marcia este es llamarle 934862453,positivo,1
Ya pagué ayer gracias,positivo,1
Ya esta cancelado,positivo,1
No tengo trabajo m despidieron,positivo,1
He pagado temprano la letra xf,positivo,1
Yo hablé para que lo pasaran hasta enero de proximo año porque no tengo arrendatarios debido a esta pandemia,positivo,1
"Estafadores, eso no se hace... Por gente como ustedes es que el mundo va de mal en peor.",positivo,1
"Voy a acercarme a pagar el día de mañana, por favor",positivo,1
"Atte, EDWARD VASQUEZ",positivo,1
kien ers,positivo,1
Cancelo,positivo,1
Grcaia ya cancelé ,positivo,1
Si ya pedi reprogramacion,positivo,1
Que no me importa,positivo,1
Se an equicocado,positivo,1
Quien eres para llamarte,positivo,1
"El numero 943538322 realizo una llamada, busca comunicarse contigo.",positivo,1
Ineptos yo no debo averiguen bien. Hagan bien trabajo inútiles......,positivo,1
No les debo nada y ya no m este mandando ms x que no les voy a pagar,positivo,1
Con quien desea comunicarse ,positivo,1
Yono debo a nadie,positivo,1
"El numero 939427533 realizo una llamada, busca comunicarse contigo.",positivo,1
"El numero 939588124 realizo una llamada, busca comunicarse contigo.",positivo,1
Claro deje de joder,positivo,1
No%20jodan%20no%20tengo%20plata,positivo,1
"El numero 943472719 realizo una llamada, busca comunicarse contigo.",positivo,1
Si kieren para pagar por k no me solucionan con mi tablet k lo mande k lo arreglen desde marzo no tengo ninguna Respuesta,positivo,1
Cual es infor x favor,positivo,1
les debo .dejen de estar hostigandome .la q le debe es mi hermana ,positivo,1
Nooooooooooooooo,positivo,1
Con quién tengo el gusto,positivo,1
"Buenas tardes, bastante insistencia para hacer el cobro",positivo,1
Cuanto es ??,positivo,1
Cuando,positivo,1
Bueno pagala tu por qué no la voy a pagar,positivo,1
"El numero 997249391 realizo una llamada, busca comunicarse contigo.",positivo,1
No le tengo deudas con ustedes,positivo,1
Te recuerdo q ya hice el pago por favor no estes enviando mensajes mas claro no jodas,positivo,1
Por qué no contestan los mensajes les llamo y nada,positivo,1
cancelado la deuda,positivo,1
Ya fue cancelado,positivo,1
Sobre qu¿ tema disculpe,positivo,1
que si yo no tengo ningun crédito ahi ya page todo,positivo,1
Algo más???,positivo,1
"El numero 970070214 realizo una llamada, busca comunicarse contigo.",positivo,1
Caalla estafador,positivo,1
Buenos dias total me dijeron que pagaba hasta noviembre y que la cuota que pague el mes pasado la ponian como adelanto de cuota necesito me expliquen eso,positivo,1
No estén hostigando por favor.,positivo,1
r todo tienen alguna agencia en lima x q no puedo depositar si sabe,positivo,1
"Soy el señor nolberto nuñez DNI 16583042, he intentado hablar sobre mi deuda de mis 2 ultimas cuotas, las que segun uds. Las han reprogramado SIN MI AUTO",positivo,1
Se pasan realmen4,positivo,1
Buenas tardes señor xf no estoy trabajando y no tengo como pagar recién me estoy recuperando de q estuve mal x f disculpame,positivo,1
Mi situacion se agudiso con esta pandemia en estos momentos No cuento con los medios economicos para efectuar los pagos les pido tienpo no es facil lo,positivo,1
Ya lo pagué ayer 3 d agosto y ya lo envié mi baucher a mi analista d TOCACHE,positivo,1
Carta d no adeudo,positivo,1
plata porque yo ya se la.Fecha de pago y les he pagado el 1.de seti,positivo,1
"Quise comunicarme pero no contestan , sobre los equipos no ser posible de la devolucion porque yo me encuentro de viaje , la empresa sabe perfectamente q",positivo,1
Srta Mery buenos dias este mensaje me llego hoy,positivo,1
Buenas tardes envie nuevamente mis documentos para lo del préstamo quisiera saber si recepciono los documentos,positivo,1
M e me había olvidado que ustedes son dedo para cobrar oiga cortes,positivo,1
"Que voy a refinanciar? Se han equivocado, yo no les debo NADA.",positivo,1
"El numero 999537504 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"me dieron opcion a pagar hasta el ,25 del presente",positivo,1
Por favor no molesten mas,positivo,1
Ya cancele ,positivo,1
Estafadores no voy a pagar ni mierda ok,positivo,1
Mi cuota se vence el 20 De octubre.,positivo,1
Eres un estafador ya publicaré tu numero de esrafa,positivo,1
Señores de sullana yo estoy puntual en mis pagos. Mi siguiente cuota es o vence el 04 de octubre. Gracias.,positivo,1
Resies stamos 18 hdp,positivo,1
QUE EQUIPOS,positivo,1
No deseo que me hagan llamadas,positivo,1
gracias son mas ratas q otra cosa,positivo,1
Disculpe??,positivo,1
¡Muchas gracias!,positivo,1
Envíame INFOCORP ,positivo,1
Estoy llamando nadie contesta,positivo,1
Yo no tengo plata para pagar y a demas no estoy trabajando x la pandemia q Nos dejo sin trabajo,positivo,1
"por favor degen de ostigar, a la ciudadana no deudora!!",positivo,1
Estoy llamando a acceso y no me responden cuánto es el monto que ad,positivo,1
Yodavia no es 10 y llame y llame,positivo,1
Yo le debo EFe x chucha envian mensaje,positivo,1
Aun no tengo plata disponible,positivo,1
Pago 50 soles al mes por 3 años,positivo,1
mes de Octubre muchas gracias puedad por favor.,positivo,1
No tengo el cronograma de pagos,positivo,1
Quiero,positivo,1
Cual cronograma si yo ya cancele mi deuda con ustedes hacer 2 meses,positivo,1
De lo cual ya pague el mes de agosto,positivo,1
"Y tu qué dijiste esta morrita ya cayo, estafadores m porqueria",positivo,1
No tengo deuda con ustedes ws mi nuevo numero,positivo,1
Ya cancele hace 2 dias ,positivo,1
"Srs.de caja sullana,el dia de ayer me acerque a la of. Caraz,para dialogar que porque se me a reprogramado sin consultar a mi peramsona,aplicandome demas",positivo,1
"El numero 952002571 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya pague esa deuda,positivo,1
uno pasa no estamos para gastos lo q uno quiere es cancelar el monto y anular la tarjeta,positivo,1
Ya no debo,positivo,1
Quien manda el mensaje ???,positivo,1
Yo tengo plata para pagar No pagan los que me deben ,positivo,1
No vamos apagar x abusivos,positivo,1
Gracias por los avisos,positivo,1
29,positivo,1
Yo%20no%20tengo%20q%20pagar%20nada,positivo,1
"Buenos dias, le saluda Edgardo Vega, no se si sera por este medio la coordinacion, el equipo para su devolucion se encuentra en el Jr. Jose Carlos Maria",positivo,1
9400097445,positivo,1
Ya envie a cancelar hoy,positivo,1
Cuales son las facilidades,positivo,1
Dejen de fregar,positivo,1
no me alcanza para pagar .. espero respuesta Gracias,positivo,1
"El numero 944878349 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Amiga quiero q me manden mi cronograma de pago,positivo,1
Descuentoss,positivo,1
Quien eres y de que se trsta la urgencia .... creo que hay error,positivo,1
"Dejen de molestar, por favor",positivo,1
Me puedes decir tu nombre,positivo,1
Ya fui a regularizar todo en la derrama. Me ponen de muy mal humor sus mensajes,positivo,1
Para cobrar son buenos pero la analista ni solucion me da ok,positivo,1
Pagado adelantado,positivo,1
no me recargues tanto x gusto x k no voy a pagar nada,positivo,1
A quien mierda tengo que llamar para que me entiendan,positivo,1
iciembre 2019 que no hize,positivo,1
No es justo tener a cada rato este mensaje si no le debo,positivo,1
Chupalaaaaaaa,positivo,1
"No tengo préstamos con efectiva, gracias",positivo,1
Vayanse a la m dejenme descansar carajo,positivo,1
Ya pague 4 semanas mas bien gracias por hacerme acordar,positivo,1
De k deuda m escriben m podria hacer saber,positivo,1
Y yo desdeayer estoy q les digo que sale TRANSACCION RECHAZADA,positivo,1
"El numero 939694736 realizo una llamada, busca comunicarse contigo.",positivo,1
"El numero 996921695 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Y ademas la deuda solo era de 80 soles,positivo,1
r entiéndeme .,positivo,1
Si no debo a mi banco,positivo,1
enero perdon,positivo,1
"El numero 938943095 realizo una llamada, busca comunicarse contigo.",positivo,1
No podre  pagar,positivo,1
Quiero un millón,positivo,1
Muy buenos dias el pago lo realize el dia de ayer,positivo,1
Fui a pagar,positivo,1
Vengan a recogerlo a mi nva direccion,positivo,1
Porque me envian ese mensaje si yo no tengo deuda en scotiabank,positivo,1
Quisiera saber porque me están cobrando 31 soles demas,positivo,1
decides te identificas o pierdes.... Gracias,positivo,1
Qien eres,positivo,1
Ya esta el seguimiento de su estafa ladrones,positivo,1
"El numero 975401376 realizo una llamada, busca comunicarse contigo.",positivo,1
Si%20no%20hay%20trabajo%20como%20le%20boya%20pagar%20en%20esta%20pandémica,positivo,1
O sigue,positivo,1
No estoy trabajando deben e entender xfaAvor,positivo,1
Hola cundo desea pase a. Recogerlo. Srta o sr,positivo,1
"El numero 938959347 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Que te debo,positivo,1
Puedo pagar 20 dolares mensuales ,positivo,1
Buenas tardes me podra decir de q contrato me hablan? Si yo no hecho ningun contrato con nadie,positivo,1
", porque no estoy en provincia",positivo,1
n mas no boy a poder a pagar estoy sin trabajo,positivo,1
"Cuanto seria lo minimo y pagando el minimo ,puedo acceder a un prestamo personal?",positivo,1
No tengo trabajo ni bono en cuarentena gracias,positivo,1
Ya cancelo ,positivo,1
"Ya%20coordine%20con%20mi%20analista,%20pues%20quedamos%20en%20reprogramar%20en%20tres%20meses%20(diciembre%20inicio%20con%20mis%20pagos)%20Gracias",positivo,1
Hoy fin de mes cobro al final del dia.,positivo,1
De qué?,positivo,1
No me esten llamando no acepto,positivo,1
916766417,positivo,1
Ya pague mi deuda,positivo,1
Quien carajo eres,positivo,1
Sr ya esta pagado mi cota que coresponde al mes de octubre se apagado el dia de ayer 28 del presente,positivo,1
"Que pasó sobrina donde te han detenido, pasame con el comandante",positivo,1
link%20para%20poder%20pagar%20virtualmente,positivo,1
Quién mierda eres para mandarme estos mensajes,positivo,1
Quien es Marcelino,positivo,1
Señor dejen de molestar enviando este tipo de mensajes nose a quien se los mandan,positivo,1
enviar detalle de deuda al correo INFORMES@CONTRATISTASJKM.COM nosotros estamos al dia con los depositos de afp registren su sistema ,positivo,1
"El numero 943685858 realizo una llamada, busca comunicarse contigo.",positivo,1
Como hago para que me vuelvan a instalar,positivo,1
Dejen de molestar q ya habl¿ con el asesor,positivo,1
Yo no hice ese pedido de esa cantidad,positivo,1
"El numero 966596512 realizo una llamada, busca comunicarse contigo.",positivo,1
Stas loco @ loca,positivo,1
"El numero 961049916 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Xf informar cuanto es la cantidad mensual xf ,positivo,1
"El numero 961511028 realizo una llamada, busca comunicarse contigo.",positivo,1
Ojala apoyen a los emprendedores  Yo estoy reiniciando el negocio de abarrotes en este tiempo de pandemia se tuvo q  cambiar de giro,positivo,1
Los voy a rastrear,positivo,1
De parte de quien,positivo,1
"cual deuda si yo he solicitado hace 3 meses migracion a prepago y en esa fecha pague todo, ahora no es mi culpa que ustedes no me corten el postpago",positivo,1
"Sr. buen día disculpe, me podría indicar de que cuota me está ablan",positivo,1
Buen dia llame al fono legal y no responden ,positivo,1
Muy buenas tardes,positivo,1
Como ya page averiguense bien,positivo,1
 Envíame un código para poder pagar,positivo,1
i código,positivo,1
Estoy enfermo con covid reprogramame por favor,positivo,1
quién es el dueño de este numero y no jodan,positivo,1
Ya les envie Baucher de q no tengo deuda por lo tanto dejen de molestar,positivo,1
Hoy voy a pagar ,positivo,1
"a de llamadas que me hacen, ya no jodan carajo",positivo,1
Fíjate bien en mandar tu mensaje!!!,positivo,1
Ya les dije tengo disponible 4000 si no dejen de joder ,positivo,1
"Señores Movistar que equipos voy a devolver continuo con mis decodificadores antiguos, solo me han agregado canales, y Internet y fijo gracias",positivo,1
Señores buenos dias estoy viendo la forma como recuperar mis joyas ..asimismo recuperar mi dinero invertido poco a poco y poder pagar la totalidad de mi ,positivo,1
Y lo tengo los doz baucher,positivo,1
Buenas tardes de que deuda me esta escribiendo por favor sean mas especificos,positivo,1
Dejen dw joder estamos en cuarentena y x ende no hay plata ,positivo,1
Que solo un simple mensaje..al menos una canasta..que mal..,positivo,1
No quiero saber nada de nada,positivo,1
